,lat,long,num
0,37.43757934,126.61680590000003,0
1,37.439701456709315,126.61880493164062,1
2,37.441677752030614,126.61974906921387,2
3,37.44324512155061,126.62129402160645,3
4,37.44508409,126.62213959999997,4
5,37.44666609,126.62315662000003,5
6,37.44917357014249,126.62464141845705,6
7,37.44808331600024,126.62704467773438,7
8,37.447061188311174,126.62961959838869,8
9,37.44652645,126.63166836000003,9
10,37.4446080248802,126.63459777832031,10
11,37.44319401219279,126.63781642913818,11
12,37.44196970976532,126.63997005917851,12
13,37.4414733101075,126.6416358947754,13
14,37.43956515855629,126.64395332336426,14
15,37.438406614232655,126.64695739746094,15
16,37.43643023252068,126.6500473022461,16
17,37.43649838448306,126.65348052978516,17
18,37.43670283999782,126.65614128112793,18
19,37.43717990069342,126.6591453552246,19
20,37.43818452,126.66150087999996,20
21,37.43799771195381,126.66390895843506,21
22,37.43806586248878,126.66605472564696,22
23,37.43769103377845,126.66764259338379,23
24,37.437384354346364,126.66953086853027,24
25,37.43697544648197,126.67116165161131,25
26,37.43666876411746,126.67309284210205,26
27,37.43636208049625,126.67498111724855,27
28,37.436021319443185,126.67686939239502,28
29,37.43551017495449,126.67884349822998,29
30,37.43493087364719,126.680645942688,30
31,37.434249336956924,126.68257713317871,31
32,37.43353371675297,126.68399333953856,32
33,37.433261097732704,126.68643951416016,33
34,37.4331282,126.68819800999997,34
35,37.43312478785021,126.69107437133788,35
36,37.433261097732704,126.69253349304199,36
37,37.43302255527546,126.69429302215576,37
38,37.43309071034082,126.69596672058105,38
39,37.43315886534413,126.6972541809082,39
40,37.43329517516453,126.69901371002196,40
41,37.43315886534413,126.70055866241456,41
42,37.43332925258087,126.70253276824951,42
43,37.43346556209101,126.70429229736328,43
44,37.43339740736696,126.70613765716551,44
45,37.43346556209101,126.7075538635254,45
46,37.433555452647575,126.70919241470459,46
47,37.43339740736696,126.7111587524414,47
48,37.43377225758118,126.71231746673584,48
49,37.433499639429726,126.71347618103027,49
50,37.433567794060686,126.71489238739014,50
51,37.433670025890756,126.71648025512695,51
52,37.43370410313641,126.71974182128906,52
53,37.43380652,126.71762844,53
54,37.43370410313641,126.72197341918944,54
55,37.43329517516453,126.72429084777832,55
56,37.43336332998165,126.7269515991211,56
57,37.43268177901777,126.72944068908691,57
58,37.43274993439342,126.73218727111816,58
59,37.43274993439342,126.73484802246094,59
60,37.43281808970702,126.73699378967285,60
61,37.432801050884436,126.73844218254091,61
62,37.432059858348104,126.73828125,62
63,37.43120831799324,126.73821867104981,63
64,37.42893313778773,126.73798084259032,64
65,37.42774034893815,126.73780918121338,65
66,37.4263771384106,126.7375946044922,66
67,37.42467309034535,126.73746585845949,67
68,37.423105331871604,126.73746585845949,68
69,37.4216397888311,126.7380666732788,69
70,37.41986746590688,126.73815250396729,70
71,37.41829960681581,126.73853874206543,71
72,37.41649311977472,126.73888206481934,72
73,37.41472067504624,126.73922538757324,73
74,37.41301636171327,126.73922538757324,74
75,37.41093704693206,126.73943996429443,75
76,37.409130382311204,126.7397403717041,76
77,37.40776683299181,126.74016952514648,77
78,37.405994181774375,126.74016952514648,78
79,37.403948762869035,126.7405128479004,79
80,37.40064188420179,126.74102783203124,80
81,37.399439838418964,126.74141500653809,81
82,37.398459946204596,126.74171447753906,82
83,37.39687459203228,126.74257278442384,83
84,37.39593700120332,126.74317359924316,84
85,37.3931412061941,126.74471855163574,85
86,37.39109543646105,126.7466926574707,86
87,37.389254195966004,126.74909591674805,87
88,37.387890284962246,126.75209999084473,88
89,37.38618536131447,126.75450325012207,89
90,37.384753195489246,126.75759315490723,90
91,37.383662003166144,126.76016807556152,91
92,37.382366191657596,126.76257133483887,92
93,37.380661142398864,126.76488876342772,93
94,37.37854682747783,126.76651954650879,94
95,37.37588679823346,126.7672061920166,95
96,37.37343130288925,126.76729202270508,96
97,37.37077109222343,126.76712036132812,97
98,37.36846676271147,126.76666061135744,98
99,37.36623487442096,126.76716327667236,99
100,37.36422247945525,126.7677640914917,100
101,37.362755784715965,126.76870822906494,101
