,lat,long,num
0,37.727377457906,127.07565294674394,0
1,37.72660141113032,127.07164764404295,1
2,37.726737184774095,127.06958770751952,2
3,37.725786764040656,127.06692695617676,3
4,37.72425927659565,127.06435203552246,4
5,37.72243502827043,127.06280428914623,5
6,37.720287661810524,127.06177711486816,6
7,37.718386642628104,127.06194877624512,7
8,37.716713581640605,127.06113167414298,8
9,37.71431286582703,127.06109046936035,9
10,37.71261539271678,127.0609188079834,10
11,37.71105368311011,127.05971717834473,11
12,37.709241655207,127.05875871513105,12
13,37.706884383959,127.05765198703001,13
14,37.7049672907231,127.056726048143,14
15,37.702769281839664,127.05594062805176,15
16,37.69971332628665,127.05448150634766,16
17,37.7009709540369,127.05487387666405,17
18,37.69740429853975,127.05448150634766,18
19,37.6946860256744,127.05449908122499,19
20,37.6947135922649,127.05140320251598,20
21,37.69692890154686,127.04873085021973,21
22,37.69835508338046,127.04667091369629,22
23,37.69984914920864,127.04512596130371,23
24,37.701625888449605,127.04431753580593,24
25,37.70412744386875,127.04289436340332,25
26,37.70589301730208,127.04220771789551,26
27,37.707590644402316,127.04100608825684,27
28,37.709516434053604,127.03969437096201,28
29,37.71173269133117,127.0363712310791,29
30,37.71302278980978,127.03465461730957,30
31,37.713929967832186,127.03299957726084,31
32,37.714923946627,127.03062057495116,32
33,37.715942403427185,127.02916145324707,33
34,37.716417678476255,127.02692985534668,34
35,37.71736821942771,127.02392578125,35
36,37.71797927502795,127.02092170715332,36
37,37.71875200290079,127.01717662485349,37
38,37.71960873198832,127.0140552520752,38
39,37.720016090628334,127.01165199279785,39
40,37.72076290898373,127.00959205627441,40
41,37.72157761132996,127.00770378112793,41
42,37.72205285022732,127.00564384460449,42
43,37.72252808607568,127.00238227844238,43
44,37.722799648048614,126.99997901916504,44
45,37.72273175764871,126.99688911437988,45
46,37.72273175764871,126.9938850402832,46
47,37.722256523107106,126.99139595031738,47
48,37.721373936583426,126.98813438415527,48
49,37.72015187634389,126.98521614074707,49
50,37.718981190002296,126.98281418427156,50
51,37.71763980031671,126.9806671142578,51
52,37.7165534707874,126.9792938232422,52
53,37.71478815132924,126.97731971740723,53
54,37.713090689107496,126.97525978088379,54
55,37.7123325596216,126.97337430244602,55
56,37.71044257039146,126.9715690612793,56
57,37.70935613533688,126.96993827819824,57
58,37.70786226112981,126.9675350189209,58
59,37.70623254583296,126.96547508239746,59
60,37.70534976841749,126.96298599243164,60
61,37.70371999787305,126.96041107177734,61
62,37.7026222290073,126.95792477852024,62
63,37.70107154430795,126.95500373840332,63
64,37.69978123777874,126.95294380187988,64
65,37.69787969248426,126.95002555847168,65
66,37.69699681558964,126.94779396057129,66
67,37.694946147768654,126.94476019505498,67
68,37.693057698276576,126.94195747375488,68
69,37.69142765748514,126.94024085998535,69
70,37.690340943717715,126.93843841552734,70
71,37.68864292157508,126.9367218017578,71
72,37.686876937304135,126.93526268005371,72
73,37.6854145206825,126.93247063162904,73
74,37.68368447440977,126.93037033081056,74
75,37.68266557434859,126.92779541015624,75
76,37.681714588331,126.925048828125,76
77,37.680929572375604,126.92231945820619,77
78,37.679744649940254,126.91835403442384,78
79,37.6785219032487,126.9162940979004,79
80,37.67716327217755,126.9140625,80
81,37.676195066226704,126.91143767890208,81
82,37.6748648752527,126.908927738927,82
83,37.67397039122774,126.90633773803712,83
84,37.67329103712894,126.90384864807129,84
85,37.67301929374789,126.90144538879395,85
86,37.672883421684205,126.89921379089355,86
87,37.67308722968647,126.89663887023926,87
88,37.67308722968647,126.89483642578124,88
89,37.673426908446274,126.89269065856934,89
90,37.67369865033459,126.89002990722656,90
91,37.67369865033459,126.88719749450684,91
92,37.67383452090557,126.88453674316406,92
93,37.674581804598716,126.88161849975586,93
94,37.674741155465895,126.87887309447207,94
95,37.67451387002853,126.87475204467772,95
96,37.67403832629553,126.8723487854004,96
97,37.672815485559056,126.86985969543457,97
98,37.67145674999474,126.86814308166504,98
99,37.66887508388255,126.86565399169922,99
100,37.66778803970386,126.86419486999512,100
101,37.6673345797762,126.86115195984509,101
