,lat,long,num
0,37.522775200000005,126.81748360000006,0
1,37.523354499999996,126.82135599999992,1
2,37.5235046,126.82258690000003,2
3,37.523693,126.82364729999996,3
4,37.5237529,126.82408899999996,4
5,37.52389015,126.82492059000003,5
6,37.52390668,126.8251206,6
7,37.52440262,126.82793835999996,7
8,37.52440262,126.82793835999996,8
9,37.52498234,126.83163910000007,9
10,37.525460374347695,126.83420777320862,10
11,37.5257752013105,126.83611750602722,11
12,37.52601017,126.83796166000002,12
13,37.52662607834584,126.84177160263063,13
14,37.52705975,126.84412685999996,14
15,37.52748545430024,126.8471896648407,15
16,37.527893867124796,126.84974312782288,16
17,37.528424000784774,126.85325641865722,17
18,37.52875583219989,126.85594935650818,18
19,37.52906804153961,126.85904502868652,19
20,37.52943390370358,126.86148047447205,20
21,37.52985081421446,126.86538577079772,21
22,37.53036131370717,126.86911940574646,22
23,37.53092694,126.87348088,23
24,37.53126318760534,126.87654376029968,24
25,37.53163754715267,126.87925815582277,25
26,37.531714120464976,126.88283085823059,26
27,37.53133646,126.88554458,27
28,37.53040385517385,126.88953638076781,28
29,37.52986783092054,126.89235806465149,29
30,37.53031026391513,126.89346313476562,30
31,37.53204237873217,126.89485291217954,31
32,37.53369274,126.89603265000004,32
33,37.53449608,126.89665044000004,33
34,37.536427481881034,126.89826965332031,34
35,37.53821405726392,126.89973950386049,35
36,37.53960075055465,126.90093040466309,36
37,37.5411745736582,126.90213203430176,37
38,37.54336085656919,126.9044065475464,38
39,37.545147265825726,126.90652012825012,39
40,37.54654233661899,126.90823674201964,40
41,37.54575973914503,126.90949201583862,41
42,37.5439563310777,126.91036105155943,42
43,37.54293551472254,126.91285014152528,43
44,37.54248502903432,126.915590686687,44
45,37.54224645578105,126.91846132278442,45
46,37.54303759698704,126.9211220741272,46
47,37.54388876,126.92357750999996,47
48,37.54365859441798,126.9269049167633,48
49,37.54299506272713,126.92858934402466,49
50,37.5421018376638,126.93098187446594,50
51,37.54123974,126.93384414000002,51
52,37.540783247773454,126.93742990493773,52
53,37.53929448922464,126.93944692611694,53
54,37.53738883490653,126.94075584411621,54
55,37.535415070163886,126.9420862197876,55
56,37.53391646,126.94440796000004,56
